customer_ref,application_id,application_hour,application_day_of_week,account_open_year,preferred_contact,referral_code,account_status_code,num_login_sessions,num_customer_service_calls,has_mobile_app,paperless_billing,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,debt_service_ratio,payment_to_income_ratio,credit_utilization,revolving_balance,credit_usage_amount,available_credit,total_monthly_debt_payment,annual_debt_payment,loan_to_annual_income,total_debt_amount,monthly_free_cash_flow,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,loan_type,loan_amount,loan_term,interest_rate,loan_purpose,loan_to_value_ratio,origination_channel,loan_officer_id,marketing_campaign,credit_score,num_credit_accounts,oldest_credit_line_age,oldest_account_age_months,total_credit_limit,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,num_public_records,num_collections,account_diversity_index
100055,583471,15,5,2019,Phone,REF8537,Active3,9,6,0,1,44,20000.0,2.6,Part-time,High School,Married,1,1666.67,187.34,1606.35,1.076,1.0762139999999998,0.964,0.838,10642.6,10642.6,2057.3999999999996,1793.69,21524.28,15.03,311242.6,-127.02333333333308,CA,5.6,75000.0,1690.0,159.0,126.0,Mortgage,300600.0,360,4.96,Home Purchase,0.849,Online,1042,Q,721,11,11.9,142.8,12700.0,0.0,1,1,0,0,0.422
100056,634996,9,5,2019,Email,REF0000,Active,9,3,1,1,40,61700.0,6.1,Full-time,Bachelor,Married,3,5141.67,1959.79,177.48,0.416,0.4156764991896272,0.035,0.503,26306.9,26306.9,25993.1,2137.27,25647.239999999998,0.13776337115072934,34806.9,3004.4,TX,3.8,61000.0,1550.0,101.0,89.0,Personal,8500.0,60,9.25,Debt Consolidation,0.0,Online,1004,T,744,8,10.7,128.39999999999998,52300.0,0.0,2,2,0,0,0.277
100057,576179,4,0,2022,Email,REF4108,A01,15,3,1,1,44,47700.0,4.1,Full-time,Bachelor,Single,2,3975.0,1039.58,430.67,0.37,0.369874213836478,0.108,0.294,8261.4,8261.4,19838.6,1470.25,17643.0,0.3333333333333333,24161.4,2504.75,MO,3.9,55000.0,1450.0,98.0,79.0,Personal,15900.0,48,13.52,Debt Consolidation,0.0,Broker,1052,L,665,12,10.3,123.60000000000001,28100.0,0.0,3,3,0,0,0.409
100058,582809,1,5,2011,Email,REF0000,Active2,9,2,1,1,40,78400.0,4.9,Self-employed,Advanced,Single,0,6533.33,1111.22,1581.45,0.412,0.4121433673469388,0.242,0.724,52345.2,52345.2,19954.800000000003,2692.67,32312.04,3.4528061224489797,323045.2,3840.66,NC,4.0,54000.0,1270.0,112.0,88.0,Mortgage,270700.0,360,5.76,Home Purchase,0.752,Online,1054,E,749,8,13.6,163.2,72300.0,0.0,1,1,0,0,0.276
100059,635991,7,0,2010,Mail,REF0000,Active1,10,1,0,1,34,61200.0,4.8,Full-time,Bachelor,Married,2,5100.0,1087.84,446.02,0.301,0.300756862745098,0.087,0.191,23664.9,23664.9,100235.1,1533.86,18406.32,0.2173202614379085,36964.9,3566.1400000000003,NY,5.0,72000.0,1650.0,140.0,107.0,Personal,13300.0,36,12.67,Debt Consolidation,0.0,Online,1005,C,718,15,4.8,57.599999999999994,123900.0,0.0,1,1,0,0,0.245
100060,584882,12,4,2018,Email,REF0000,Active1,5,3,0,1,20,20000.0,2.8,Full-time,Some College,Single,1,1666.67,232.47,720.25,0.572,0.571632,0.432,0.417,12801.9,12801.9,17898.1,952.72,11432.64,1.57,44201.9,713.95,NJ,5.5,82000.0,2080.0,137.0,125.0,Personal,31400.0,60,13.36,Major Purchase,0.0,Online,1013,R,668,6,2.0,24.0,30700.0,0.0,2,2,0,0,0.286
100061,601527,2,3,2010,Email,REF2704,Active2,16,2,1,1,58,50000.0,0.9,Part-time,Bachelor,Married,2,4166.67,1068.3,1426.84,0.599,0.5988336,0.342,0.35,40040.0,40040.0,74360.0,2495.14,29941.68,5.328,306440.0,1671.53,NY,5.4,72000.0,1910.0,146.0,116.0,Mortgage,266400.0,360,4.98,Home Purchase,0.618,Online,999,N,708,13,4.2,50.400000000000006,114400.0,0.0,0,0,0,0,0.372
100062,565225,10,1,2013,Email,REF0000,Active2,12,4,1,1,46,194100.0,4.6,Full-time,Graduate,Married,3,16175.0,5290.52,1957.62,0.448,0.44810757341576507,0.121,0.536,268000.0,268000.0,232000.0,7248.14,86977.68000000001,1.8830499742400824,633500.0,8926.86,PA,4.7,61000.0,1330.0,104.0,91.0,Mortgage,365500.0,360,4.98,Home Purchase,0.767,Online,1015,V,717,16,8.3,99.60000000000001,500000.0,0.0,2,2,0,0,0.39
100063,633334,12,1,2010,Email,REF5273,Active2,3,2,1,1,19,33000.0,1.1,Full-time,Some College,Single,0,2750.0,490.68,592.15,0.394,0.3937563636363636,0.215,0.227,7808.8,7808.8,26591.2,1082.83,12993.96,0.5393939393939394,25608.8,1667.17,CA,5.5,75000.0,1670.0,165.0,125.0,Personal,17800.0,36,12.11,Major Purchase,0.0,Direct Mail,1047,F,688,9,1.0,12.0,34400.0,0.0,0,0,0,0,0.202
100064,591704,20,1,2017,Phone,REF7681,Active2,12,2,1,1,38,70100.0,8.9,Full-time,Advanced,Married,3,5841.67,1222.16,328.34,0.265,0.2654208273894436,0.056,0.924,133980.0,133980.0,11020.0,1550.5,18606.0,0.1825962910128388,146780.0,4291.17,NY,5.5,72000.0,1750.0,142.0,120.0,Personal,12800.0,48,10.6,Major Purchase,0.0,Broker,1005,T,750,13,8.9,106.80000000000001,145000.0,0.0,1,1,0,0,0.42
100065,579423,15,5,2010,Mail,REF0000,Active2,15,1,1,1,54,49900.0,6.3,Full-time,Graduate,Married,2,4158.0,1182.23,408.49,0.383,0.38253787575150305,0.098,0.772,26556.8,26556.8,7843.200000000001,1590.72,19088.64,0.09218436873747494,31156.8,2567.61,TX,4.2,61000.0,1410.0,103.0,85.0,Personal,4600.0,12,11.9,Major Purchase,0.0,Online,1004,Q,684,14,8.6,103.19999999999999,34400.0,0.0,4,4,0,0,0.287
100066,640092,5,6,2016,Email,REF0000,Active,11,3,0,0,46,82200.0,0.8,Contract,Some College,Married,2,6850.0,845.4,1061.95,0.278,0.27844525547445254,0.155,0.223,14963.3,14963.3,52136.7,1907.35,22888.199999999997,2.1946472019464722,195363.3,4942.65,NY,5.3,72000.0,2050.0,141.0,110.0,Mortgage,180400.0,360,5.83,Home Purchase,0.858,Broker,998,D,736,4,6.5,78.0,67100.0,0.0,3,3,0,0,0.229
100067,563500,6,4,2021,Phone,REF7665,Active3,8,3,1,1,37,78000.0,6.1,Full-time,Advanced,Married,0,6500.0,557.6,466.24,0.158,0.15751384615384617,0.072,0.602,112754.6,112754.6,74545.4,1023.84,12286.08,0.18205128205128204,126954.6,5476.16,NY,4.7,72000.0,1700.0,141.0,110.0,Personal,14200.0,36,11.2,Medical,0.0,Branch,1003,J,775,6,7.3,87.6,187300.0,0.0,2,2,0,0,0.255
100068,554889,16,0,2018,Email,REF0000,Active2,11,1,1,1,47,32400.0,8.6,Full-time,Graduate,Single,1,2700.0,810.46,1395.94,0.817,0.8171851851851852,0.517,0.592,21548.8,21548.8,14851.2,2206.4,26476.800000000003,8.768518518518519,305648.8,493.5999999999999,WA,5.4,78000.0,2040.0,152.0,125.0,Mortgage,284100.0,360,4.24,Home Purchase,0.677,Online,1055,H,795,8,11.0,132.0,36400.0,0.0,1,1,0,0,0.372
100069,558728,4,5,2014,Phone,REF0000,Active1,7,2,1,0,39,47900.0,10.1,Full-time,Bachelor,Single,1,3991.67,541.35,402.23,0.236,0.2363874739039666,0.101,0.361,40395.9,40395.9,71504.1,943.58,11322.960000000001,0.2609603340292276,52895.9,3048.09,CA,5.8,75000.0,1970.0,160.0,125.0,Personal,12500.0,36,9.81,Home Improvement,0.0,Broker,1046,Q,714,11,16.9,202.79999999999998,111900.0,0.0,2,2,0,0,0.48
100070,600691,20,2,2016,Mail,REF0000,Active2,9,2,1,1,33,108600.0,7.3,Full-time,Graduate,Married,4,9050.0,2903.16,465.0,0.372,0.37217237569060774,0.051,0.417,111380.7,111380.7,155719.3,3368.16,40417.92,0.1427255985267035,126880.7,5681.84,VA,3.7,74000.0,1670.0,127.0,110.0,Credit Card,15500.0,0,18.36,Revolving Credit,0.0,Direct Mail,1083,T,764,5,8.7,104.39999999999999,267100.0,0.0,1,1,1,0,0.24
100071,572125,13,0,2012,Email,REF0000,Active1,4,1,1,0,24,22200.0,2.9,Full-time,Some College,Single,1,1850.0,339.22,2794.94,1.694,1.6941405405405405,1.511,0.416,21340.8,21340.8,29959.2,3134.16,37609.92,18.923423423423422,441440.8,-1284.16,CA,5.8,75000.0,1970.0,154.0,124.0,Mortgage,420100.0,360,7.0,Home Purchase,0.827,Online,1044,B,642,13,6.0,72.0,51300.0,0.0,2,2,0,0,0.347
100072,626535,19,2,2020,Email,REF2766,Active3,7,4,1,0,34,65400.0,0.7,Full-time,High School,Married,0,5450.0,678.9,2296.63,0.546,0.5459688073394495,0.421,0.66,27456.0,27456.0,14144.0,2975.53,35706.36,5.299694189602446,374056.0,2474.47,GA,4.0,58000.0,1400.0,105.0,88.0,Mortgage,346600.0,360,6.96,Refinance,0.627,Broker,1001,J,715,16,8.1,97.19999999999999,41600.0,0.0,2,2,0,0,0.362
100073,576863,4,5,2020,Email,REF0000,Active3,14,1,1,1,45,62300.0,7.0,Full-time,Bachelor,Divorced,0,5191.67,1211.09,288.49,0.289,0.2888436597110754,0.056,0.646,85982.6,85982.6,47117.4,1499.58,17994.96,0.21829855537720708,99582.6,3692.09,NC,4.1,54000.0,1310.0,113.0,96.0,Personal,13600.0,60,9.93,Major Purchase,0.0,Online,1050,A,725,14,8.3,99.60000000000001,133100.0,0.0,0,0,0,0,0.305
100074,596438,18,5,2013,Phone,REF0000,Active,11,1,1,0,53,26600.0,10.3,Full-time,Some College,Married,1,2217.0,412.14,1223.08,0.738,0.7376932330827067,0.552,0.542,34308.6,34308.6,28991.4,1635.22,19622.64,0.518796992481203,48108.6,581.45,TX,4.0,61000.0,1430.0,102.0,79.0,Personal,13800.0,12,11.53,Home Improvement,0.0,Online,1003,Q,675,16,14.1,169.2,63300.0,0.0,1,1,0,0,0.384
100075,552406,12,3,2021,Email,REF1528,A01,10,2,1,0,39,29000.0,3.7,Full-time,Advanced,Married,1,2416.67,929.39,261.0,0.493,0.49257517241379306,0.108,0.249,19347.3,19347.3,58352.7,1190.39,14284.679999999998,0.3,28047.3,1226.28,NJ,4.5,82000.0,1900.0,146.0,117.0,Credit Card,8700.0,0,17.46,Revolving Credit,0.0,Direct Mail,1014,D,716,9,12.4,148.8,77700.0,0.0,2,2,0,0,0.402
100076,633616,18,2,2023,Email,REF4225,Active,5,2,1,1,32,73900.0,11.0,Full-time,Graduate,Married,0,6158.33,1988.27,303.0,0.372,0.37206008119079836,0.049,0.225,21915.0,21915.0,75485.0,2291.27,27495.239999999998,0.13667117726657646,32015.0,3867.06,MA,4.4,81000.0,1820.0,140.0,122.0,Unknown,10100.0,0,17.03,Revolving Credit,0.0,Branch,1093,M,754,10,8.1,97.19999999999999,97400.0,0.0,1,1,1,0,0.384
100077,622264,12,4,2010,Email,REF0000,Active3,11,1,1,1,41,42600.0,9.0,Full-time,Some College,Married,2,3550.0,962.87,911.41,0.528,0.5279661971830986,0.257,0.549,52374.6,52374.6,43025.4,1874.28,22491.36,2.943661971830986,177774.6,1675.72,GA,3.6,58000.0,1530.0,109.0,84.0,Mortgage,125400.0,360,7.9,Refinance,0.778,Branch,1000,H,647,12,5.4,64.80000000000001,95400.0,0.0,1,1,0,0,0.243
100078,631948,17,3,2023,Email,REF0000,Active2,13,2,0,0,55,33800.0,9.7,Contract,Graduate,Single,0,2816.67,518.79,2106.55,0.932,0.9320733727810652,0.748,0.627,51727.5,51727.5,30772.5,2625.34,31504.08,14.411242603550296,538827.5,191.33,OH,4.3,56000.0,1370.0,99.0,85.0,Mortgage,487100.0,360,3.2,Home Purchase,0.941,Online,1041,Q,796,12,2.7,32.400000000000006,82500.0,0.0,2,2,0,0,0.283
100079,629986,18,6,2015,Email,REF0000,Active1,8,3,1,1,45,80100.0,9.3,Self-employed,Some College,Divorced,1,6675.0,620.24,159.0,0.117,0.11674007490636704,0.024,0.144,33019.2,33019.2,196280.8,779.24,9350.880000000001,0.066167290886392,38319.2,5895.76,NY,5.2,72000.0,1450.0,132.0,107.0,Unknown,5300.0,0,16.72,Revolving Credit,0.0,Online,1002,N,741,12,12.5,150.0,229300.0,0.0,4,4,0,0,0.443
100080,620471,7,0,2020,Email,REF0000,Active,12,1,1,1,46,20400.0,6.5,Full-time,Some College,Married,1,1700.0,538.78,3094.69,2.137,2.1373352941176473,1.82,0.245,10216.5,10216.5,31483.5,3633.47,43601.64,16.274509803921568,342216.5,-1933.47,AZ,4.4,58000.0,1220.0,113.0,95.0,Mortgage,332000.0,180,7.59,Refinance,0.812,Branch,1086,B,691,18,6.7,80.4,41700.0,0.0,1,1,0,0,0.491
100081,631987,9,1,2020,Phone,REF0000,Active2,4,2,1,1,24,24100.0,5.2,Self-employed,High School,Married,0,2008.33,376.87,2405.18,1.385,1.385253112033195,1.198,0.411,25851.9,25851.9,37048.1,2782.05,33384.6,13.970954356846473,362551.9,-773.72,TX,4.1,61000.0,1680.0,115.0,100.0,Mortgage,336700.0,360,7.72,Refinance,0.753,Branch,997,C,602,11,6.0,72.0,62900.0,0.0,4,4,0,0,0.258
100082,641122,19,6,2014,Email,REF0000,Active1,13,2,1,0,55,92900.0,1.0,Full-time,Bachelor,Married,2,7742.0,2743.22,1601.15,0.561,0.56116727664155,0.207,0.19,23522.0,23522.0,100278.0,4344.37,52132.44,3.44994617868676,344022.0,3397.296666666667,MO,3.8,55000.0,1250.0,94.0,75.0,Mortgage,320500.0,360,4.38,Refinance,0.567,Online,1059,M,820,12,10.7,128.39999999999998,123800.0,0.0,3,3,0,0,0.419
100083,547683,18,1,2011,Email,REF0000,Active1,9,1,1,0,29,20000.0,7.6,Full-time,High School,Married,0,1666.67,490.26,419.52,0.546,0.5458679999999999,0.252,0.621,25212.6,25212.6,15387.4,909.78,10917.36,0.63,37812.6,756.8866666666668,CA,5.5,75000.0,1920.0,157.0,131.0,Personal,12600.0,36,12.17,Debt Consolidation,0.0,Broker,1048,N,719,13,11.0,132.0,40600.0,0.0,1,1,0,0,0.287
100084,638151,23,5,2013,Email,REF0000,Active2,14,2,0,1,48,32700.0,9.4,Full-time,Bachelor,Married,3,2725.0,220.59,581.09,0.294,0.29419449541284404,0.213,0.715,46618.0,46618.0,18582.0,801.68,9620.16,0.6880733944954128,69118.0,1923.32,NC,4.0,54000.0,1570.0,106.0,88.0,Personal,22500.0,48,10.96,Home Improvement,0.0,Online,1050,U,727,18,15.3,183.60000000000002,65200.0,0.0,2,2,0,1,0.426
100085,598891,12,1,2014,Email,REF0000,A01,8,1,0,1,49,20000.0,4.2,Full-time,Graduate,Married,1,1667.0,582.77,126.0,0.425,0.425262,0.076,0.191,11746.5,11746.5,49753.5,708.77,8505.24,0.21,15946.5,957.9,NY,5.1,72000.0,1500.0,149.0,115.0,Credit Card,4200.0,0,17.02,Revolving Credit,0.0,Broker,1003,N,776,6,7.0,84.0,61500.0,0.0,1,1,0,0,0.318
100086,611118,3,6,2016,Phone,REF0000,Active2,7,3,1,1,23,46500.0,5.2,Full-time,Graduate,Single,1,3875.0,497.66,2926.27,0.884,0.8835948387096774,0.755,0.347,31056.5,31056.5,58443.5,3423.93,41087.159999999996,9.812903225806451,487356.5,451.07,GA,3.6,58000.0,1320.0,102.0,87.0,Mortgage,456300.0,360,6.64,Home Purchase,0.772,Branch,998,W,734,8,5.0,60.0,89500.0,0.0,1,1,0,0,0.242
100087,554925,7,4,2018,Email,REF8132,Active,7,2,1,1,38,35500.0,2.8,Full-time,High School,Single,1,2958.0,403.96,881.87,0.435,0.43464676056338025,0.298,0.49,12348.0,12348.0,12852.0,1285.83,15429.96,0.5183098591549296,30748.0,1672.5,MO,4.0,55000.0,1460.0,95.0,78.0,Personal,18400.0,24,13.82,Debt Consolidation,0.0,Online,1056,H,602,9,9.9,118.80000000000001,25200.0,0.0,2,2,0,0,0.37
100088,564525,12,0,2019,Mail,REF0000,Active,14,1,1,0,62,29500.0,4.9,Full-time,Graduate,Single,0,2458.33,719.96,279.0,0.406,0.40635661016949154,0.113,0.45,32715.0,32715.0,39985.0,998.96,11987.52,0.3152542372881356,42015.0,1459.37,TX,4.0,61000.0,1500.0,104.0,86.0,Unknown,9300.0,0,18.19,Revolving Credit,0.0,Branch,1002,N,748,7,18.5,222.0,72700.0,0.0,2,2,0,0,0.435
100089,638139,5,5,2015,Phone,REF0000,Active2,6,0,0,1,33,37800.0,6.4,Full-time,Bachelor,Married,2,3150.0,232.93,291.0,0.166,0.16632698412698416,0.092,0.224,24057.6,24057.6,83342.4,523.93,6287.160000000001,0.2566137566137566,33757.6,2626.07,TX,4.2,61000.0,1480.0,111.0,87.0,Credit Card,9700.0,0,19.05,Revolving Credit,0.0,Online,1005,A,739,14,10.1,121.19999999999999,107400.0,0.0,0,0,0,0,0.304
100090,570532,16,3,2020,Email,REF0000,Active1,10,1,1,1,34,20000.0,6.4,Full-time,Bachelor,Married,0,1666.67,160.75,636.39,0.478,0.478284,0.382,0.17,7565.0,7565.0,36935.0,797.14,9565.68,1.17,30965.0,869.53,TX,4.5,61000.0,1270.0,108.0,85.0,Personal,23400.0,48,13.74,Debt Consolidation,0.0,Branch,1005,Q,698,19,10.6,127.19999999999999,44500.0,0.0,1,1,0,0,0.363
100091,635381,22,6,2011,Phone,REF0000,Active2,2,1,0,1,45,115500.0,11.0,Full-time,Bachelor,Married,2,9625.0,1113.01,68.84,0.123,0.12278961038961038,0.007,0.554,59333.4,59333.4,47766.6,1181.85,14182.199999999999,0.023376623376623377,62033.4,8443.15,MO,3.8,55000.0,1400.0,93.0,79.0,Personal,2700.0,48,10.28,Major Purchase,0.0,Broker,1056,C,785,10,21.1,253.20000000000002,107100.0,0.0,0,0,0,0,0.458
100092,599231,7,3,2011,Mail,REF0000,Active,14,2,1,1,57,53000.0,7.6,Self-employed,Graduate,Divorced,1,4416.67,1006.21,1510.17,0.57,0.5697464150943397,0.342,0.669,62016.3,62016.3,30683.7,2516.38,30196.56,6.115094339622641,386116.3,1900.29,NJ,5.4,82000.0,1780.0,135.0,114.0,Mortgage,324100.0,360,3.8,Home Purchase,0.513,Online,1011,Z,784,24,7.0,84.0,92700.0,0.0,2,2,0,0,0.427
100093,564363,18,3,2018,Email,REF8569,A01,11,2,1,0,42,39500.0,1.8,Full-time,Bachelor,Single,1,3291.67,412.36,91.58,0.153,0.15309569620253166,0.028,0.462,51051.0,51051.0,59449.0,503.94,6047.28,0.09113924050632911,54651.0,2787.73,TX,3.4,61000.0,1500.0,106.0,82.0,Personal,3600.0,48,10.16,Major Purchase,0.0,Online,1000,N,756,3,13.8,165.60000000000002,110500.0,0.0,1,1,0,0,0.33
100094,591198,1,6,2015,Phone,REF0000,Active3,6,8,1,0,46,44100.0,10.8,Full-time,High School,Married,0,3675.0,288.39,1189.39,0.402,0.40211700680272117,0.324,0.758,87624.8,87624.8,27975.2,1477.78,17733.36,2.9727891156462585,218724.8,2197.22,PA,4.7,61000.0,1450.0,93.0,78.0,Mortgage,131100.0,180,7.15,Home Purchase,0.769,Branch,1013,L,679,12,6.7,80.4,115600.0,0.0,4,4,0,0,0.262
100095,580963,3,0,2023,Mail,REF0000,A01,16,3,1,0,51,29900.0,2.0,Full-time,Some College,Divorced,0,2491.67,127.69,637.21,0.307,0.3069832775919733,0.256,0.426,29777.4,29777.4,40122.6,764.9,9178.800000000001,3.632107023411371,138377.4,1726.77,FL,5.0,55000.0,1320.0,112.0,82.0,Mortgage,108600.0,360,5.8,Home Purchase,0.74,Online,1081,W,737,14,5.2,62.400000000000006,69900.0,0.0,2,2,0,0,0.284
100096,559649,7,5,2011,Email,REF0000,A01,5,1,1,1,30,55800.0,4.7,Full-time,Advanced,Single,0,4650.0,1030.94,2546.53,0.769,0.7693483870967742,0.548,0.593,23245.6,23245.6,15954.400000000001,3577.47,42929.64,8.329749103942651,488045.6,1072.53,FL,4.5,55000.0,1150.0,114.0,87.0,Mortgage,464800.0,360,5.18,Home Purchase,0.645,Branch,1079,O,704,6,0.7,8.399999999999999,39200.0,0.0,0,0,0,0,0.141
100097,601029,16,6,2016,Email,REF4139,Active1,11,1,1,0,41,85000.0,2.7,Part-time,Bachelor,Married,2,7083.33,1469.05,2828.4,0.607,0.6066988235294117,0.399,0.632,0.0,41396.0,24104.0,4297.45,51569.399999999994,4.644705882352941,436196.0,2785.88,VA,3.4,74000.0,1700.0,133.0,111.0,Mortgage,394800.0,360,7.75,Refinance,0.692,Direct Mail,1083,H,725,5,12.6,151.2,65500.0,0.0,3,3,0,0,0.282
100098,632910,13,5,2014,Email,REF2858,Active2,7,3,1,1,39,26200.0,10.3,Part-time,Bachelor,Single,0,2183.33,658.99,237.0,0.41,0.4103770992366412,0.109,0.209,11056.1,11056.1,41843.9,895.99,10751.880000000001,0.3015267175572519,18956.1,1287.34,OH,4.5,56000.0,1420.0,97.0,88.0,Credit Card,7900.0,0,16.31,Revolving Credit,0.0,Branch,1043,P,736,3,15.3,183.60000000000002,52900.0,0.0,2,2,0,0,0.349
100099,634408,3,0,2023,Email,REF0000,Active2,9,0,0,0,33,32600.0,1.9,Full-time,High School,Married,2,2716.67,422.02,29.15,0.166,0.16607484662576685,0.011,0.559,28173.6,28173.6,22226.4,451.17,5414.039999999999,0.03987730061349693,29473.6,2265.5,IL,5.2,65000.0,1440.0,103.0,87.0,Personal,1300.0,60,12.36,Home Improvement,0.0,Online,1068,U,634,17,9.3,111.60000000000001,50400.0,0.0,1,1,0,0,0.419
100100,632742,1,6,2016,Email,REF0000,Active2,4,1,1,1,22,32000.0,4.4,Full-time,Some College,Single,0,2666.67,383.44,1303.45,0.633,0.6325837500000001,0.489,0.591,37883.1,37883.1,26216.9,1686.89,20242.68,0.846875,64983.1,979.78,IN,4.1,55000.0,1450.0,105.0,87.0,Personal,27100.0,24,14.18,Debt Consolidation,0.0,Branch,1045,L,642,7,4.0,48.0,64100.0,0.0,5,5,0,0,0.229
100101,580939,6,4,2015,Phone,REF8464,Active1,8,1,1,1,38,52300.0,5.7,Full-time,Some College,Married,1,4358.33,1065.81,294.0,0.312,0.31200229445506694,0.067,0.551,72952.4,72952.4,59447.6,1359.81,16317.72,0.18738049713193117,82752.4,2998.523333333333,FL,4.7,55000.0,1370.0,115.0,95.0,Credit Card,9800.0,0,18.97,Revolving Credit,0.0,Online,1082,P,691,10,8.9,106.80000000000001,132400.0,0.0,0,0,0,0,0.304
100102,578145,19,2,2020,Email,REF0000,Active,5,1,1,0,30,36200.0,10.1,Unknown,Some College,Single,0,3016.67,595.39,252.0,0.281,0.28090276243093926,0.084,0.136,9424.8,9424.8,59875.2,847.39,10168.68,0.23204419889502761,17824.8,2169.28,MI,6.1,57000.0,1340.0,101.0,90.0,Credit Card,8400.0,0,18.81,Revolving Credit,0.0,Online,1077,Y,728,8,7.3,87.6,69300.0,0.0,2,2,0,0,0.226
100103,554766,11,6,2017,Email,REF0000,Active2,4,3,1,0,25,40100.0,5.2,Full-time,High School,Married,0,3341.67,217.26,897.39,0.334,0.3335610972568579,0.269,0.498,29531.4,29531.4,29768.6,1114.65,13375.800000000001,0.6807980049875312,56831.4,2227.02,IL,5.1,65000.0,1590.0,100.0,86.0,Personal,27300.0,36,11.28,Home Improvement,0.0,Online,1069,A,713,18,7.0,84.0,59300.0,0.0,1,1,0,0,0.438
100104,575514,18,0,2011,Phone,REF0000,A01,11,1,0,0,39,87800.0,6.4,Full-time,Bachelor,Married,1,7316.67,772.84,402.0,0.161,0.16057038724373576,0.055,0.305,54442.5,54442.5,124057.5,1174.84,14098.080000000002,0.15261958997722094,67842.5,6141.826666666667,NY,5.0,72000.0,1520.0,142.0,104.0,Credit Card,13400.0,0,16.18,Revolving Credit,0.0,Online,996,Y,692,13,9.6,115.19999999999999,178500.0,0.0,2,2,0,0,0.314
100105,573157,18,5,2017,Phone,REF5451,A01,12,1,1,1,47,83400.0,3.3,Full-time,High School,Divorced,0,6950.0,856.35,855.11,0.246,0.24625323741007193,0.123,0.342,66211.2,66211.2,127388.8,1711.46,20537.52,1.2997601918465227,174611.2,5238.54,IL,4.8,65000.0,1600.0,90.0,74.0,Mortgage,108400.0,360,8.78,Refinance,0.842,Online,1064,T,676,14,12.0,144.0,193600.0,0.0,1,1,0,0,0.381
100106,605097,0,2,2016,Email,REF0000,Active,12,2,1,0,45,97000.0,3.0,Full-time,Graduate,Divorced,1,8083.33,1407.29,135.0,0.191,0.19079876288659794,0.017,0.683,209749.3,209749.3,97350.70000000001,1542.29,18507.48,0.04639175257731959,214249.3,6541.04,WA,4.8,78000.0,1680.0,154.0,124.0,Credit Card,4500.0,0,16.37,Revolving Credit,0.0,Branch,1053,Q,799,7,2.5,30.0,307100.0,0.0,0,0,0,0,0.14
100107,570499,22,6,2018,Phone,REF5444,A01,13,1,1,0,51,36900.0,16.1,Contract,Bachelor,Married,4,3075.0,317.63,2493.41,0.914,0.9141593495934959,0.811,0.325,21742.5,21742.5,45157.5,2811.04,33732.479999999996,12.688346883468835,489942.5,263.96000000000004,IN,4.0,55000.0,1350.0,94.0,70.0,Mortgage,468200.0,360,4.93,Refinance,0.969,Direct Mail,1042,O,758,14,16.7,200.39999999999998,66900.0,0.0,4,4,0,0,0.386
100108,577243,8,1,2010,Email,REF0000,Active2,9,6,1,1,58,59300.0,11.6,Full-time,Advanced,Single,2,4941.67,1204.02,2733.23,0.797,0.7967453625632377,0.553,0.555,55333.5,55333.5,44366.5,3937.25,47247.0,8.460370994940979,557033.5,1004.42,TX,4.3,61000.0,1600.0,99.0,90.0,Mortgage,501700.0,360,5.13,Refinance,0.76,Online,1003,P,784,8,7.0,84.0,99700.0,0.0,4,4,0,0,0.262
100109,627063,13,0,2019,Email,REF0000,A01,10,2,1,1,39,68300.0,5.3,Self-employed,Graduate,Single,1,5691.67,427.88,600.26,0.181,0.1806395314787701,0.105,0.197,27619.4,27619.4,112580.6,1028.14,12337.679999999998,0.3308931185944363,50219.4,4663.526666666667,TX,3.8,61000.0,1580.0,113.0,90.0,Personal,22600.0,48,12.46,Debt Consolidation,0.0,Online,1001,Y,710,7,5.3,63.599999999999994,140200.0,0.0,2,2,0,0,0.159
100110,580763,10,2,2020,Email,REF0000,Active,13,1,0,1,55,42200.0,6.8,Full-time,Bachelor,Married,2,3516.67,1262.52,183.78,0.411,0.4112701421800948,0.052,0.448,27731.2,27731.2,34168.8,1446.3,17355.6,0.2037914691943128,36331.2,2070.37,CA,5.6,75000.0,2060.0,172.0,134.0,Personal,8600.0,60,10.25,Debt Consolidation,0.0,Online,1044,P,762,17,13.6,163.2,61900.0,0.0,2,2,0,0,0.358
100111,636177,4,5,2013,Phone,REF0000,Active1,6,4,1,1,33,63100.0,2.4,Full-time,Bachelor,Single,2,5258.33,2064.96,1041.34,0.591,0.5907385103011095,0.198,0.333,54578.7,54578.7,109321.3,3106.3,37275.600000000006,0.48811410459587956,85378.7,2152.03,TX,3.7,61000.0,1430.0,100.0,79.0,Personal,30800.0,36,13.24,Medical,0.0,Branch,1005,C,703,12,11.1,133.2,163900.0,0.0,4,4,0,0,0.28
