age,annual_income,employment_length,employment_type,education,marital_status,num_dependents,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,payment_to_income_ratio,credit_score,num_credit_accounts,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,credit_utilization,available_credit,loan_amount,loan_term,interest_rate,loan_to_value_ratio,total_debt_amount,monthly_free_cash_flow
38,39200.0,3.1,Full-time,Graduate,Single,2,3266.67,1200.19,968.01,0.664,0.296,759,14,0.0,2,2,0.382,30034.8,190600.0,360,4.52,0.704,209165.2,1098.47
25,23100.0,7.0,Full-time,High School,Single,0,1925.0,225.76,803.27,0.535,0.417,610,5,0.0,1,1,0.688,11637.599999999999,82700.0,180,8.27,0.832,108362.4,895.97
36,34600.0,3.8,Full-time,High School,Married,2,2883.0,1000.92,259.66,0.437,0.09,638,14,0.0,4,4,0.6,29440.0,11300.0,60,13.44,0.0,55460.0,1622.75
50,42600.0,5.3,Part-time,High School,Married,1,3550.0,962.14,294.0,0.354,0.083,737,9,0.0,0,0,0.321,24647.7,9800.0,0,17.9,0.0,21452.3,2293.86
36,62100.0,5.9,Full-time,Some College,Married,1,5175.0,884.22,312.0,0.231,0.06,642,14,0.0,3,3,0.754,35473.2,10400.0,0,19.4,0.0,119126.8,3978.78
22,34200.0,1.6,Full-time,Some College,Single,4,2850.0,794.52,2238.74,1.064,0.786,694,10,0.0,1,1,0.551,42340.7,327200.0,360,7.28,0.777,379159.3,-183.25999999999976
51,38900.0,3.6,Self-employed,High School,Married,3,3241.67,1099.93,210.0,0.404,0.065,745,17,0.0,1,1,0.381,49458.1,7000.0,0,17.83,0.0,37441.9,1931.74
35,104200.0,8.5,Full-time,Graduate,Married,0,8683.33,1415.01,1396.28,0.324,0.161,735,16,0.0,1,1,0.409,109275.9,29300.0,24,13.24,0.0,104924.1,5872.043333333334
29,30500.0,6.2,Full-time,Advanced,Divorced,2,2542.0,830.2,374.04,0.474,0.147,722,6,0.0,0,0,0.499,36122.1,11200.0,36,12.38,0.0,47177.9,1337.43
56,96100.0,3.6,Full-time,Bachelor,Married,0,8008.33,1477.68,144.0,0.202,0.018,822,7,0.0,1,1,0.358,190866.6,4800.0,0,14.69,0.0,111233.4,6386.65
24,32100.0,4.4,Full-time,Some College,Single,0,2675.0,476.51,561.22,0.388,0.21,660,10,0.0,1,1,0.301,31315.2,24500.0,60,13.3,0.0,37984.8,1637.27
48,28800.0,1.8,Self-employed,Advanced,Single,0,2400.0,861.68,1063.14,0.802,0.443,685,11,1.0,1,1,0.485,29355.0,176000.0,360,6.07,0.661,203645.0,475.18
41,67600.0,8.3,Full-time,Bachelor,Married,2,5633.33,746.93,446.89,0.212,0.079,771,9,0.0,0,0,0.738,15248.4,9900.0,24,7.81,0.0,52851.6,4439.51
25,40000.0,0.5,Full-time,Some College,Married,1,3333.0,468.99,1452.64,0.576,0.436,715,12,0.0,0,0,0.622,31185.0,233700.0,360,6.34,0.846,285015.0,1411.7033333333334
40,61200.0,3.6,Full-time,Bachelor,Divorced,0,5100.0,1102.86,349.06,0.285,0.068,756,5,0.0,1,1,0.171,81656.5,14000.0,48,9.1,0.0,30843.5,3648.08
39,57600.0,7.2,Full-time,Advanced,Married,1,4800.0,557.02,111.0,0.139,0.023,767,11,0.0,1,1,0.193,96840.0,3700.0,0,16.99,0.0,26860.0,4131.98
44,38200.0,11.8,Full-time,High School,Married,2,3183.33,300.58,1878.66,0.685,0.59,664,17,0.0,4,4,0.199,32360.4,250300.0,360,8.24,0.904,258339.6,1004.0933333333332
32,70900.0,11.3,Full-time,Graduate,Single,2,5908.33,1688.46,200.55,0.32,0.034,702,7,0.0,1,1,0.646,36214.2,7600.0,48,12.11,0.0,73685.8,4019.323333333333
52,40400.0,4.7,Full-time,Graduate,Single,1,3366.67,452.34,74.26,0.156,0.022,775,9,0.0,3,3,0.131,31457.8,3000.0,48,8.72,0.0,7742.2,2840.07
52,24200.0,6.4,Full-time,Graduate,Single,1,2016.67,400.51,1405.2,0.895,0.697,742,19,0.0,2,2,0.84,5904.0,236400.0,360,5.92,0.794,267396.0,210.96
42,61100.0,5.6,Contract,Bachelor,Married,1,5091.67,2009.02,491.43,0.491,0.097,688,7,0.0,0,0,0.462,30020.4,18200.0,48,13.35,0.0,43979.6,2591.22
29,32900.0,1.7,Full-time,Some College,Single,0,2742.0,857.99,226.96,0.396,0.083,674,0,0.0,0,0,0.287,38715.9,6800.0,36,12.34,0.0,22384.1,1656.72
22,20000.0,1.4,Full-time,Bachelor,Single,1,1666.67,337.84,2584.94,1.754,1.551,689,13,0.0,1,1,0.458,11707.2,465500.0,360,5.3,0.641,475392.8,-1256.11
21,20000.0,3.4,Full-time,Some College,Single,0,1666.67,198.47,1550.21,1.049,0.93,597,4,0.0,1,1,0.25,8475.0,207900.0,360,8.17,0.834,210725.0,-82.01
43,69200.0,4.9,Full-time,Graduate,Divorced,0,5766.67,1875.86,2999.35,0.845,0.52,770,14,0.0,4,4,0.293,111493.9,392600.0,180,4.48,0.66,438806.1,891.46
45,76000.0,2.9,Full-time,Bachelor,Married,3,6333.33,1799.49,435.48,0.353,0.069,774,3,1.0,0,0,0.27,176660.0,16900.0,48,10.84,0.0,82240.0,4098.36
44,77400.0,7.5,Full-time,Bachelor,Single,1,6450.0,1907.01,1733.03,0.564,0.269,810,12,0.0,3,3,0.889,27028.5,218000.0,180,5.08,0.713,434471.5,2809.96
30,23900.0,9.3,Full-time,Bachelor,Married,1,1991.67,263.27,876.82,0.572,0.44,683,13,0.0,2,2,0.655,24219.0,32300.0,48,13.64,0.0,78281.0,851.58
31,74400.0,7.0,Full-time,Advanced,Married,2,6200.0,690.13,2679.35,0.543,0.432,722,11,0.0,1,1,0.442,80407.8,434700.0,360,6.26,0.779,498392.2,2830.52
40,42900.0,10.7,Contract,Some College,Married,1,3575.0,378.45,330.0,0.198,0.092,718,4,0.0,3,3,0.872,4710.4,11000.0,0,18.51,0.0,43089.6,2866.55
38,20000.0,3.8,Self-employed,Graduate,Single,0,1666.67,624.61,1455.27,1.248,0.873,823,12,0.0,4,4,0.585,6557.0,281900.0,360,4.66,0.838,291143.0,-413.21
38,62900.0,4.3,Full-time,Graduate,Single,0,5242.0,279.29,3109.67,0.647,0.593,678,8,0.0,1,1,0.594,41899.2,539900.0,360,5.63,0.707,601200.8,1852.706666666667
37,24800.0,0.2,Full-time,High School,Single,0,2066.67,334.41,363.0,0.337,0.176,678,7,0.0,2,2,0.47,18974.0,12100.0,0,18.38,0.0,28926.0,1369.26
50,62800.0,8.4,Self-employed,Bachelor,Married,3,5233.33,2078.72,285.0,0.452,0.054,752,14,0.0,0,0,0.517,20092.8,9500.0,0,17.87,0.0,31007.2,2869.6133333333332
50,69200.0,6.5,Full-time,Advanced,Married,1,5767.0,862.22,1339.08,0.382,0.232,800,12,0.0,0,0,0.476,36208.4,239800.0,360,5.35,0.856,272691.6,3565.37
40,77200.0,2.6,Full-time,Graduate,Married,1,6433.33,1177.32,553.3,0.269,0.086,710,12,0.0,0,0,0.509,79689.3,24100.0,60,13.4,0.0,106710.7,4702.71
46,36200.0,5.1,Full-time,Graduate,Single,0,3016.67,979.84,459.0,0.477,0.152,703,9,0.0,4,4,0.701,9956.7,15300.0,0,17.75,0.0,38643.3,1577.8266666666664
39,51200.0,3.2,Contract,Bachelor,Single,0,4267.0,270.46,2572.2,0.666,0.603,746,10,0.0,2,2,0.518,51477.6,479700.0,360,4.99,0.841,535022.4,1424.01
37,21400.0,12.2,Self-employed,Some College,Divorced,1,1783.0,235.71,705.92,0.528,0.396,666,8,0.0,1,1,0.316,11764.8,99300.0,360,7.67,0.708,104735.2,841.7033333333333
36,51400.0,6.7,Full-time,Some College,Single,2,4283.33,287.14,210.0,0.116,0.049,689,5,0.0,3,3,0.448,62100.0,7000.0,0,19.34,0.0,57400.0,3786.193333333333
26,27800.0,2.4,Full-time,Bachelor,Married,1,2317.0,901.55,1628.15,1.092,0.703,708,9,0.0,2,2,0.704,23236.0,279300.0,360,5.74,0.819,334564.0,-213.03
41,32600.0,7.7,Full-time,Bachelor,Married,5,2716.67,194.0,516.0,0.261,0.19,767,12,0.0,1,1,0.476,39876.4,17200.0,0,16.71,0.0,53423.6,2006.67
53,52200.0,8.5,Full-time,Advanced,Married,2,4350.0,1127.0,924.37,0.472,0.212,798,21,0.0,1,1,0.311,90672.4,164800.0,360,5.39,0.912,205727.6,2298.63
68,20000.0,2.1,Self-employed,Some College,Married,0,1667.0,381.18,80.68,0.277,0.048,670,19,0.0,1,1,0.517,17243.1,3600.0,60,12.33,0.0,22056.9,1204.81
38,39900.0,1.5,Full-time,Some College,Married,4,3325.0,861.56,342.0,0.362,0.103,672,14,0.0,5,5,0.323,37708.9,11400.0,0,19.16,0.0,29391.1,2121.44
26,59700.0,8.2,Full-time,Graduate,Single,0,4975.0,1341.46,66.0,0.283,0.013,759,11,0.0,2,2,0.449,75487.0,2200.0,0,15.99,0.0,63713.0,3567.54
40,51900.0,3.6,Full-time,Graduate,Divorced,1,4325.0,558.76,291.08,0.196,0.067,765,11,0.0,0,0,0.079,105546.6,13400.0,60,10.96,0.0,22453.4,3475.16
45,46600.0,1.5,Full-time,Graduate,Married,1,3883.0,1525.81,667.41,0.565,0.172,696,6,0.0,1,1,0.677,10626.7,113500.0,360,5.82,0.934,135773.3,1690.11
27,34700.0,6.2,Full-time,High School,Single,1,2892.0,533.91,746.7,0.443,0.258,698,10,0.0,2,2,0.684,14220.0,15700.0,24,13.04,0.0,46480.0,1611.06
18,28300.0,0.9,Full-time,Bachelor,Single,0,2358.33,173.12,534.0,0.3,0.226,720,7,0.0,0,0,0.419,23879.1,17800.0,0,16.17,0.0,35020.9,1651.21
29,79700.0,7.0,Full-time,Bachelor,Single,3,6641.67,2035.88,288.0,0.35,0.043,707,10,0.0,1,1,0.811,34435.79999999999,9600.0,0,16.04,0.0,157364.2,4317.786666666667
43,79700.0,6.9,Contract,Graduate,Married,2,6641.67,1763.9,105.0,0.281,0.016,719,2,0.0,1,1,0.367,146666.1,3500.0,0,16.62,0.0,88533.9,4772.77
19,20000.0,1.3,Contract,Bachelor,Single,0,1666.67,487.18,825.11,0.787,0.495,676,12,0.0,0,0,0.536,24035.2,30300.0,48,13.81,0.0,58064.8,354.38
31,20000.0,10.1,Self-employed,High School,Single,0,1667.0,512.31,2207.32,1.632,1.324,642,13,0.0,1,1,0.704,11011.2,242700.0,180,7.19,0.881,268888.8,-1052.96
42,51200.0,0.5,Full-time,High School,Married,0,4267.0,1538.13,225.0,0.413,0.053,655,6,0.0,2,2,0.337,76510.2,7500.0,0,19.01,0.0,46389.8,2503.54
45,49700.0,2.9,Full-time,Advanced,Divorced,0,4142.0,232.25,216.0,0.108,0.052,725,7,0.0,2,2,0.237,105522.9,7200.0,0,16.4,0.0,39977.1,3693.42
43,32800.0,9.2,Part-time,High School,Single,0,2733.33,937.53,2292.13,1.182,0.839,679,8,0.0,0,0,0.381,40482.6,258700.0,180,6.77,0.726,283617.4,-496.33
47,103300.0,3.9,Unknown,Bachelor,Divorced,0,8608.33,1034.87,736.36,0.206,0.086,722,12,0.0,4,4,0.262,109371.6,22100.0,36,12.22,0.0,60928.4,6837.1
37,83700.0,7.7,Full-time,Advanced,Divorced,2,6975.0,1589.73,108.0,0.243,0.015,820,3,0.0,4,4,0.314,194412.4,3600.0,0,16.34,0.0,92587.6,5277.27
26,20000.0,7.8,Full-time,High School,Single,0,1667.0,111.24,321.0,0.259,0.193,681,11,0.0,1,1,0.412,20403.6,10700.0,0,18.57,0.0,24996.4,1234.43
51,124200.0,14.6,Full-time,Bachelor,Divorced,0,10350.0,1013.31,799.42,0.175,0.077,715,11,0.0,0,0,0.522,150044.2,17200.0,24,10.72,0.0,181055.8,8537.27
44,103000.0,6.8,Self-employed,Bachelor,Married,3,8583.33,749.39,3286.39,0.47,0.383,734,7,0.0,2,2,0.237,84540.4,395500.0,180,5.76,0.673,421759.6,4547.55
37,25800.0,5.0,Full-time,Some College,Married,2,2150.0,392.06,3905.08,1.999,1.816,711,14,0.0,4,4,0.283,15343.8,605800.0,360,6.69,0.662,611856.2,-2147.1400000000003
39,52200.0,1.3,Self-employed,Graduate,Single,1,4350.0,365.27,2145.2,0.577,0.493,775,7,0.0,1,1,0.53,37318.0,377400.0,360,5.51,0.817,419482.0,1839.5300000000002
35,30500.0,7.6,Full-time,High School,Single,1,2541.67,981.11,2069.39,1.2,0.814,713,10,0.0,0,0,0.544,15321.6,358500.0,360,5.65,0.821,376778.4,-508.8333333333335
54,20400.0,1.6,Contract,High School,Single,1,1700.0,101.63,367.13,0.276,0.216,738,7,0.0,2,2,0.679,19741.5,13900.0,48,12.16,0.0,55658.5,1231.24
33,51200.0,2.0,Full-time,Graduate,Single,1,4267.0,1228.11,1353.62,0.605,0.317,707,7,0.0,2,2,0.403,26268.0,226500.0,360,5.97,0.691,244232.0,1684.94
57,79400.0,9.0,Full-time,Some College,Married,0,6616.67,840.07,118.18,0.145,0.018,792,20,0.0,0,0,0.412,133946.4,5700.0,60,8.95,0.0,99553.6,5658.42
50,52000.0,6.1,Full-time,Graduate,Married,3,4333.33,331.99,1120.11,0.335,0.258,768,15,0.0,1,1,0.561,52065.399999999994,203300.0,360,5.23,0.929,269834.6,2881.233333333333
38,66100.0,4.9,Full-time,Bachelor,Single,0,5508.33,1530.47,291.0,0.331,0.053,816,15,0.0,0,0,0.587,27340.6,9700.0,0,13.75,0.0,48559.4,3686.86
55,33200.0,13.2,Unknown,Some College,Married,2,2766.67,644.6,2693.43,1.207,0.974,716,17,0.0,1,1,0.449,49479.8,439300.0,360,6.21,0.555,479620.2,-571.36
42,59800.0,10.7,Part-time,Some College,Married,1,4983.33,423.97,142.19,0.114,0.029,737,5,0.0,5,5,0.227,80314.7,5600.0,48,10.06,0.0,29185.3,4417.173333333333
44,42100.0,2.3,Self-employed,High School,Married,1,3508.33,1163.59,342.0,0.429,0.097,647,9,0.0,1,1,0.499,40881.6,11400.0,0,18.25,0.0,52118.4,2002.74
26,22200.0,3.2,Full-time,High School,Single,1,1850.0,707.53,2035.01,1.482,1.1,657,7,0.0,1,1,0.253,15612.3,300100.0,360,7.19,0.773,305387.7,-892.54
46,42400.0,10.9,Self-employed,High School,Married,2,3533.33,200.76,736.78,0.265,0.209,776,12,0.0,1,1,0.053,131348.9,167600.0,360,3.33,0.815,174951.1,2595.7933333333335
38,64600.0,4.7,Full-time,Graduate,Married,1,5383.33,640.7,627.38,0.236,0.117,736,18,0.0,3,3,0.237,98274.4,19500.0,36,9.8,0.0,50025.6,4115.253333333333
29,33600.0,5.3,Unknown,Bachelor,Married,0,2800.0,432.07,2720.13,1.126,0.971,703,13,0.0,0,0,0.487,26624.7,395200.0,360,7.34,0.76,420475.3,-352.2
50,114400.0,3.6,Self-employed,Graduate,Married,3,9533.0,2846.53,268.13,0.327,0.028,779,16,0.0,2,2,0.791,51852.9,8300.0,36,10.08,0.0,204547.1,6418.673333333334
56,20000.0,11.2,Full-time,Graduate,Married,4,1666.67,504.37,1022.89,0.916,0.614,678,8,0.0,2,2,0.659,4501.200000000001,167900.0,360,6.15,0.868,176598.8,139.40666666666675
38,24100.0,10.5,Contract,Some College,Married,3,2008.0,709.67,574.17,0.639,0.286,655,1,0.0,1,1,0.261,32368.2,84000.0,360,7.27,0.716,95431.8,724.4933333333333
38,50000.0,0.2,Part-time,Graduate,Divorced,2,4166.67,1201.14,99.0,0.312,0.024,671,11,0.0,0,0,0.652,25926.0,3300.0,0,20.27,0.0,51874.0,2866.53
46,46000.0,3.8,Self-employed,Bachelor,Married,1,3833.33,1035.79,242.58,0.333,0.063,727,10,0.0,1,1,0.393,76178.5,7400.0,36,11.09,0.0,56721.5,2554.96
22,20000.0,4.5,Full-time,High School,Single,0,1667.0,316.79,924.67,0.745,0.555,720,8,0.0,0,0,0.071,39575.4,140400.0,360,6.9,0.727,143424.6,425.2066666666667
35,102700.0,9.9,Full-time,Graduate,Married,1,8558.33,2949.23,418.51,0.394,0.049,781,16,0.0,1,1,0.345,53579.0,19200.0,60,11.11,0.0,47421.0,5190.593333333334
44,64300.0,4.9,Full-time,Advanced,Married,0,5358.0,348.67,3549.48,0.727,0.662,728,10,0.0,1,1,0.777,32825.600000000006,457400.0,360,8.6,0.749,571774.4,1460.18
43,67100.0,8.6,Full-time,High School,Single,1,5591.67,1249.75,1262.64,0.449,0.226,760,8,0.0,2,2,0.327,124505.0,186200.0,360,7.19,0.908,246695.0,3079.28
31,43300.0,10.6,Full-time,Bachelor,Married,0,3608.33,870.18,956.1,0.506,0.265,669,20,0.0,1,1,0.639,15414.7,130300.0,360,8.0,0.897,157585.3,1782.0533333333335
25,20000.0,4.6,Full-time,High School,Married,0,1666.67,221.73,251.31,0.284,0.151,654,8,0.0,2,2,0.236,36748.4,10900.0,60,13.59,0.0,22251.6,1193.63
37,85600.0,7.4,Full-time,Graduate,Married,1,7133.33,2394.34,273.0,0.374,0.038,744,11,0.0,4,4,0.274,154347.6,9100.0,0,16.99,0.0,67352.4,4465.99
37,75300.0,10.0,Full-time,Graduate,Single,0,6275.0,2494.06,2110.14,0.734,0.336,744,8,0.0,0,0,0.611,51814.8,254600.0,180,5.72,0.74,335985.2,1670.8
44,48400.0,10.2,Full-time,Advanced,Married,1,4033.33,403.69,153.0,0.138,0.038,710,8,0.0,0,0,0.254,33197.0,5100.0,0,19.59,0.0,16403.0,3476.6433333333334
37,26200.0,4.7,Contract,Graduate,Married,2,2183.33,483.31,331.99,0.373,0.152,705,13,0.0,0,0,0.621,19745.9,12600.0,48,12.03,0.0,44954.1,1368.0333333333335
34,42600.0,10.8,Full-time,Bachelor,Married,2,3550.0,240.96,3191.81,0.967,0.899,748,11,0.0,1,1,0.285,78578.5,488100.0,360,6.83,0.832,519421.5,117.23
33,37700.0,5.5,Full-time,High School,Married,0,3141.67,1005.35,1837.24,0.905,0.585,701,7,0.0,0,0,0.306,61488.4,262500.0,360,7.51,0.709,289611.6,299.08
39,20000.0,3.7,Full-time,Some College,Married,2,1667.0,122.31,96.0,0.131,0.058,665,4,0.0,3,3,0.751,13819.5,3200.0,0,16.86,0.0,44880.5,1448.36
31,30800.0,7.4,Full-time,Graduate,Married,3,2566.67,437.42,569.66,0.392,0.222,767,15,0.0,2,2,0.496,18799.2,22300.0,48,10.38,0.0,40800.8,1559.5866666666666
22,40400.0,4.0,Full-time,Advanced,Single,1,3367.0,1128.43,390.94,0.451,0.116,709,9,0.0,2,2,0.509,31227.6,12000.0,36,10.66,0.0,44372.4,1847.2966666666664
40,86300.0,11.6,Part-time,Graduate,Married,1,7191.67,828.33,2046.21,0.4,0.285,711,13,0.0,3,3,0.305,167495.0,351400.0,360,5.73,0.902,424905.0,4317.126666666667
67,21300.0,6.7,Full-time,High School,Divorced,1,1775.0,470.26,396.0,0.488,0.223,648,16,0.0,0,0,0.781,6898.5,13200.0,0,18.55,0.0,37801.5,908.74
40,59100.0,6.2,Full-time,Graduate,Married,0,4925.0,998.52,387.0,0.281,0.079,761,8,0.0,2,2,0.485,64478.0,12900.0,0,17.77,0.0,73622.0,3539.48
44,37400.0,11.1,Full-time,Graduate,Single,1,3116.67,656.6,968.05,0.521,0.311,684,5,0.0,3,3,0.298,42471.0,20200.0,24,13.81,0.0,38229.0,1492.0166666666664
37,41400.0,6.0,Full-time,Bachelor,Single,0,3450.0,796.57,1516.93,0.671,0.44,670,3,0.0,1,1,0.699,14749.0,233400.0,360,6.77,0.691,267651.0,1136.5
34,56300.0,8.9,Contract,High School,Single,1,4691.67,863.41,3792.22,0.992,0.808,694,4,0.0,2,2,0.109,118948.5,555900.0,360,7.25,0.885,570451.5,36.04
47,47200.0,1.6,Full-time,Some College,Single,0,3933.0,722.65,858.91,0.402,0.218,725,14,0.0,1,1,0.733,12575.7,160000.0,360,5.0,0.72,194524.3,2351.77
36,37900.0,6.6,Full-time,Some College,Single,2,3158.0,800.95,197.83,0.316,0.063,711,7,0.0,1,1,0.151,94239.0,6000.0,36,11.49,0.0,22761.0,2159.5533333333333
55,47400.0,0.7,Full-time,Some College,Divorced,3,3950.0,485.18,687.89,0.297,0.174,790,12,0.0,1,1,0.564,23282.4,21300.0,36,10.06,0.0,51417.6,2776.93
45,28900.0,1.8,Self-employed,High School,Married,1,2408.33,962.89,140.11,0.458,0.058,699,9,0.0,2,2,0.315,45141.5,6300.0,60,11.99,0.0,27058.5,1305.3333333333335
40,49400.0,7.4,Full-time,Some College,Single,0,4116.67,701.84,2281.5,0.725,0.554,710,12,0.0,2,2,0.43,53808.0,406300.0,360,5.4,0.754,446892.0,1133.3266666666668
51,78100.0,2.5,Full-time,Graduate,Single,0,6508.0,489.77,288.0,0.12,0.044,774,15,0.0,0,0,0.172,126684.0,9600.0,0,15.28,0.0,35916.0,5730.56
30,51500.0,6.5,Unknown,Graduate,Married,0,4291.67,358.86,126.31,0.113,0.029,690,14,0.0,2,2,0.604,24314.4,4900.0,48,10.86,0.0,41985.6,3806.5
46,47600.0,8.5,Full-time,Some College,Single,1,3966.67,669.46,1391.57,0.52,0.351,708,16,0.0,2,2,0.33,59027.0,162400.0,180,6.24,0.79,191473.0,1905.6366666666668
46,59500.0,3.9,Full-time,Advanced,Married,0,4958.33,1357.44,1819.52,0.641,0.367,757,11,0.0,4,4,0.205,85542.0,251400.0,180,3.68,0.964,273458.0,1781.373333333333
44,32200.0,0.9,Part-time,Bachelor,Divorced,2,2683.33,565.38,460.94,0.382,0.172,720,7,0.0,2,2,0.562,9066.6,78900.0,360,5.76,0.795,90533.4,1657.01
69,20000.0,5.2,Unknown,Bachelor,Divorced,1,1666.67,216.8,1414.14,0.979,0.848,768,12,0.0,1,1,0.358,24203.4,223500.0,360,6.51,0.545,236996.6,35.72666666666669
39,24400.0,3.9,Full-time,Graduate,Married,3,2033.33,681.79,1628.47,1.136,0.801,726,10,0.0,3,3,0.11,21271.0,267300.0,360,6.15,0.804,269929.0,-276.93
46,57500.0,8.9,Full-time,Bachelor,Single,0,4791.67,390.98,225.0,0.129,0.047,723,12,0.0,0,0,0.343,105317.1,7500.0,0,17.77,0.0,62482.9,4175.69
26,27500.0,2.3,Part-time,Some College,Single,0,2291.67,643.63,1590.39,0.975,0.694,633,14,0.0,1,1,0.536,22782.4,200700.0,360,8.83,0.706,227017.6,57.65
35,38300.0,7.8,Self-employed,Bachelor,Married,3,3191.67,161.39,573.54,0.23,0.18,716,11,0.0,0,0,0.222,62395.6,17600.0,36,10.68,0.0,35404.4,2456.74
55,38900.0,5.2,Full-time,Bachelor,Married,2,3242.0,1269.85,2889.27,1.283,0.891,722,15,0.0,1,1,0.396,67950.0,484500.0,360,5.95,0.893,529050.0,-917.4533333333334
46,62600.0,15.7,Full-time,Bachelor,Married,3,5216.67,1692.05,101.33,0.344,0.019,697,4,0.0,1,1,0.793,20803.5,4600.0,60,11.57,0.0,84296.5,3423.29
24,32900.0,4.2,Part-time,Bachelor,Single,1,2742.0,498.56,174.0,0.245,0.063,748,6,0.0,1,1,0.245,51340.0,5800.0,0,17.67,0.0,22460.0,2069.11
22,20500.0,0.9,Self-employed,High School,Single,0,1708.33,327.54,447.47,0.454,0.262,636,15,0.0,1,1,0.6,13040.0,13100.0,36,13.96,0.0,32660.0,933.32
29,28500.0,3.2,Self-employed,Some College,Single,1,2375.0,344.32,192.0,0.226,0.081,756,6,0.0,1,1,0.505,45886.5,6400.0,0,17.66,0.0,53213.5,1838.68
34,20000.0,4.2,Full-time,Some College,Married,0,1666.67,145.53,361.77,0.304,0.217,753,12,0.0,5,5,0.614,22735.4,16700.0,60,10.84,0.0,52864.6,1159.37
40,54200.0,3.7,Full-time,Some College,Married,3,4516.67,313.4,890.35,0.267,0.197,770,7,0.0,2,2,0.229,54432.6,27000.0,36,11.5,0.0,43167.4,3312.92
61,20000.0,3.7,Full-time,Bachelor,Married,1,1666.67,573.96,366.0,0.564,0.22,737,11,0.0,1,1,0.352,24818.4,12200.0,0,18.83,0.0,25681.6,726.7066666666667
34,62300.0,8.5,Full-time,High School,Married,4,5192.0,2058.95,473.01,0.488,0.091,636,7,0.0,1,1,0.482,73659.6,17300.0,48,14.03,0.0,85840.4,2659.706666666667
35,27100.0,11.6,Full-time,Some College,Married,1,2258.33,767.26,3256.43,1.782,1.442,685,8,0.0,1,1,0.522,25812.0,480700.0,360,7.18,0.684,508888.0,-1765.36
35,135700.0,2.5,Full-time,Bachelor,Married,2,11308.33,4332.25,254.91,0.406,0.023,724,10,0.0,1,1,0.48,123344.0,9800.0,48,11.34,0.0,123656.0,6721.17
40,36900.0,2.7,Full-time,High School,Married,0,3075.0,643.45,297.0,0.306,0.097,723,9,0.0,2,2,0.418,30205.8,9900.0,0,17.23,0.0,31594.2,2134.55
20,20000.0,2.6,Full-time,Some College,Single,1,1666.67,296.54,259.83,0.334,0.156,684,11,0.0,1,1,0.625,9037.5,7900.0,36,11.32,0.0,22962.5,1110.2966666666666
56,37300.0,1.5,Full-time,High School,Single,1,3108.33,707.39,1695.5,0.773,0.545,737,13,0.0,3,3,0.418,68967.0,272200.0,360,6.36,0.596,321733.0,705.44
27,77500.0,9.6,Full-time,Graduate,Married,1,6458.33,1929.2,168.0,0.325,0.026,734,0,0.0,1,1,0.247,111067.5,5600.0,0,17.15,0.0,42032.5,4361.13
53,51000.0,3.7,Self-employed,Bachelor,Single,0,4250.0,1559.48,1926.05,0.82,0.453,723,16,0.0,0,0,0.599,30155.199999999997,345300.0,360,5.34,0.882,390344.8,764.47
31,51500.0,7.0,Full-time,Some College,Single,2,4292.0,1434.75,785.5,0.517,0.183,660,7,0.0,0,0,0.595,34303.5,16700.0,24,11.92,0.0,67096.5,2071.416666666667
40,60500.0,10.7,Full-time,Graduate,Married,3,5041.67,1801.97,860.93,0.528,0.171,766,2,0.0,3,3,0.495,74790.5,26900.0,36,9.44,0.0,100209.5,2378.77
67,20000.0,1.5,Full-time,Bachelor,Married,0,1666.67,120.22,1323.03,0.866,0.794,768,19,0.0,2,2,0.363,18218.2,240400.0,360,5.22,0.799,250781.8,223.42
46,59600.0,10.7,Full-time,Graduate,Married,0,4967.0,745.03,1025.25,0.356,0.206,711,6,0.0,2,2,0.245,66968.5,21700.0,24,12.37,0.0,43431.5,3196.39
40,52400.0,0.4,Full-time,Graduate,Divorced,1,4366.67,922.11,369.0,0.296,0.085,739,17,0.0,1,1,0.211,53730.9,12300.0,0,17.39,0.0,26669.1,3075.556666666667
35,86200.0,5.4,Full-time,Bachelor,Single,3,7183.33,2184.17,408.0,0.361,0.057,698,16,0.0,4,4,0.181,44717.4,13600.0,0,17.06,0.0,23482.6,4591.16
35,32000.0,5.2,Full-time,Some College,Married,2,2666.67,825.01,484.83,0.491,0.182,718,13,1.0,1,1,0.693,30239.5,21000.0,60,13.65,0.0,89260.5,1356.83
53,20000.0,2.7,Full-time,High School,Married,2,1666.67,295.34,126.0,0.253,0.076,739,6,0.0,1,1,0.288,11890.4,4200.0,0,17.29,0.0,9009.6,1245.3266666666668
42,23600.0,13.3,Full-time,High School,Married,1,1966.67,555.3,594.91,0.585,0.302,607,14,0.0,0,0,0.606,11150.2,77800.0,360,8.44,0.878,94949.8,816.46
36,32900.0,3.8,Full-time,Some College,Single,0,2741.67,651.17,90.84,0.271,0.033,700,12,0.0,3,3,0.504,31000.0,3400.0,48,12.78,0.0,34900.0,1999.6566666666665
31,40100.0,7.5,Full-time,Some College,Married,4,3341.67,1185.95,361.55,0.463,0.108,737,1,0.0,2,2,0.335,30257.5,13900.0,48,11.34,0.0,29142.5,1794.17
53,24600.0,10.9,Unknown,Some College,Married,3,2050.0,626.8,177.93,0.393,0.087,725,4,0.0,1,1,0.348,15974.0,7900.0,60,12.55,0.0,16426.0,1245.27
